time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-03-28T05:26:07.530Z,33.946,89.135,10,4.6,mb,48,118.2,,0.5,us,usp000cr3e,2014-11-07T01:21:48.242Z,"western Xizang",earthquake,,0,,19,reviewed,us,us
2004-03-27T20:05:53.560Z,33.931,89.292,21.4,5,mwc,128,37.8,,1,us,usp000cr1x,2016-11-10T00:30:04.091Z,"western Xizang",earthquake,,16.9,,,reviewed,us,hrv
2004-03-27T18:47:29.200Z,33.954,89.179,8,6,mwb,455,18.9,,0.77,us,usp000cr1m,2016-11-10T00:30:03.367Z,"western Xizang",earthquake,,,,,reviewed,us,us
2004-03-27T18:47:11.950Z,34.006,89.235,10,5,mb,150,37.5,,0.78,us,usp000cr1k,2014-11-07T01:21:47.720Z,"Xizang-Qinghai border region",earthquake,,,,69,reviewed,us,us
2004-03-27T18:45:26.380Z,33.962,89.235,10,5.4,mb,318,28.4,,0.85,us,usp000cr1j,2014-11-07T01:21:47.666Z,"western Xizang",earthquake,,,,118,reviewed,us,us
2004-03-21T06:05:17.470Z,34.909,72.884,16.4,4.5,mb,10,204.2,,1.09,us,usp000cqh3,2014-11-07T01:21:45.670Z,"Pakistan",earthquake,,,,1,reviewed,us,us
2004-03-20T19:20:35.180Z,23.593,94.792,81.7,4.8,mb,125,63.3,,0.85,us,usp000cqfn,2014-11-07T01:21:45.184Z,"Myanmar",earthquake,,,,72,reviewed,us,us
2004-03-07T13:29:45.620Z,31.639,91.236,11,5.6,mwc,197,49.9,,0.77,us,usp000cpbk,2017-04-13T22:17:21.633Z,"eastern Xizang",earthquake,,,,,reviewed,us,hrv
2004-03-06T11:54:43.310Z,33.291,91.953,38.5,5,mwc,133,30.5,,1.05,us,usp000cp85,2016-11-10T00:27:55.683Z,"southern Qinghai, China",earthquake,,11.4,,,reviewed,us,hrv
2004-03-06T10:21:32.000Z,12.959,93.135,38.2,5.5,mwc,247,54.1,,0.84,us,usp000cp7x,2016-11-10T00:27:55.179Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb,52,71.5,,0.8,us,usp000cnuh,2014-11-07T01:21:35.724Z,"western Xizang-India border region",earthquake,,14.8,,27,reviewed,us,us
2004-02-27T12:53:14.600Z,28.127,87.66,68.1,4.8,mb,76,85.7,,0.73,us,usp000cnh0,2014-11-07T01:21:31.351Z,"western Xizang",earthquake,,8.7,,25,reviewed,us,us
2004-02-23T07:18:36.920Z,7.243,93.744,56,4.9,mwc,76,54.6,,0.98,us,usp000cmv5,2016-11-10T00:26:48.768Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2004-02-22T08:03:56.260Z,34.816,73.325,10,4.7,mb,51,51.2,,0.88,us,usp000cmt4,2014-11-07T01:21:24.745Z,"Pakistan",earthquake,,,,21,reviewed,us,us
2004-02-19T09:11:42.920Z,25.474,96.773,45.3,4.8,mb,40,110.6,,1.26,us,usp000cmjs,2014-11-07T01:21:22.825Z,"Myanmar",earthquake,,15.3,,17,reviewed,us,us
2004-02-18T01:23:43.820Z,27.361,87.758,20.7,4.7,mb,40,88.3,,0.55,us,usp000cmew,2014-11-07T01:21:22.123Z,"Nepal",earthquake,,14.4,,12,reviewed,us,us
2004-02-14T11:56:57.530Z,34.798,73.206,11,5.4,mwb,369,42,,0.76,us,usp000cm5g,2017-04-13T22:17:15.790Z,"Pakistan",earthquake,,,,,reviewed,us,us
2004-02-14T10:30:22.180Z,34.774,73.216,11,5.5,mwb,353,42,,0.86,us,usp000cm59,2017-04-26T18:02:21.934Z,"Pakistan",earthquake,,,,,reviewed,us,us
2004-02-10T17:47:32.060Z,26.333,62.639,47.2,4.6,mb,58,185.8,,0.89,us,usp000ckwu,2014-11-07T01:21:20.063Z,"Iran-Pakistan border region",earthquake,,,,24,reviewed,us,us
2004-02-10T05:39:42.610Z,32.745,83.301,59,4.9,mwc,91,108.2,,0.72,us,usp000ckvy,2016-11-10T00:25:50.521Z,"western Xizang",earthquake,,9.2,,,reviewed,us,hrv
2004-01-31T15:51:11.160Z,10.734,93.368,128,4.6,mb,11,143.3,,1.31,us,usp000ck3y,2014-11-07T01:21:10.909Z,"Andaman Islands, India region",earthquake,,24.1,,5,reviewed,us,us
2004-01-28T01:16:17.690Z,17.363,94.333,33.9,4.9,mb,92,51.2,,0.83,us,usp000cju2,2014-11-07T01:21:08.627Z,"Myanmar",earthquake,,,,32,reviewed,us,us
2004-01-11T14:56:21.300Z,19.805,95.896,10,4.5,mb,15,109.9,,0.79,us,usp000chp1,2014-11-07T01:21:02.559Z,"Myanmar",earthquake,,,,1,reviewed,us,us
2004-01-06T03:13:28.930Z,30.539,86.042,46.2,4.6,mb,54,75.3,,0.66,us,usp000ch8b,2014-11-07T01:20:59.568Z,"western Xizang",earthquake,,8.2,,23,reviewed,us,us
2004-01-04T23:21:00.370Z,34.103,70.717,37.5,4.9,mb,158,40.4,,0.98,us,usp000ch53,2014-11-07T01:20:59.225Z,"Hindu Kush region, Afghanistan",earthquake,,12.6,,86,reviewed,us,us
2004-01-03T13:14:28.680Z,27.739,85.931,17.1,4.9,mb,83,80.7,,0.68,us,usp000cgyy,2014-11-07T01:20:57.875Z,"Nepal",earthquake,,14.8,,33,reviewed,us,us
2003-12-30T20:59:46.850Z,25.35,96.578,33,4.5,mb,23,147.5,,1.06,us,usp000cgjz,2014-11-07T01:20:51.649Z,"Myanmar",earthquake,,,,4,reviewed,us,us
2003-12-19T00:11:58.230Z,19.852,95.698,10,5.2,mwb,395,28.7,,0.79,us,usp000cfh9,2016-11-10T00:14:21.848Z,"Myanmar",earthquake,,,,,reviewed,us,us
2003-12-15T22:54:20.320Z,31.622,78.203,33,4.5,mb,20,125.8,,1.35,us,usp000cfbq,2014-11-07T01:20:46.062Z,"western Xizang-India border region",earthquake,,,,2,reviewed,us,us
2003-12-13T07:29:11.350Z,11.231,93.769,139.7,4.6,mb,29,113.1,,0.79,us,usp000cf59,2014-11-07T01:20:44.804Z,"Andaman Islands, India region",earthquake,,,,12,reviewed,us,us
2003-12-10T17:17:37.330Z,30.469,83.278,33,4.5,mb,30,63,,0.89,us,usp000cez1,2014-11-07T01:20:44.045Z,"western Xizang",earthquake,,,,7,reviewed,us,us
2003-12-07T20:20:54.730Z,19.886,95.952,10,5.1,mb,96,56.4,,1.33,us,usp000ces9,2014-11-07T01:20:42.512Z,"Myanmar",earthquake,,,,55,reviewed,us,us
2003-12-05T03:43:01.740Z,33.683,97.033,10.3,4.7,mb,39,82,,1.29,us,usp000cej2,2014-11-07T01:20:41.467Z,"Qinghai-Sichuan border region, China",earthquake,,,,21,reviewed,us,us
2003-12-03T17:43:07.880Z,9.188,85.489,10,4.8,mb,65,71.5,,0.94,us,usp000ceeb,2014-11-07T01:20:40.657Z,"Bay of Bengal",earthquake,,,,32,reviewed,us,us
2003-11-30T22:48:09.990Z,5.764,93.594,100,4.6,mb,10,177.2,,1.35,us,usp000ce83,2014-11-07T01:20:35.072Z,"off the west coast of northern Sumatra",earthquake,,,,1,reviewed,us,us
2003-11-25T19:49:15.730Z,31.288,70.071,33,5,mb,177,40.4,,1.2,us,usp000cdvy,2014-11-07T01:20:33.459Z,"Pakistan",earthquake,,,,76,reviewed,us,us
2003-11-20T14:05:01.950Z,13.037,93.245,33,5.4,mwc,212,54.5,,0.88,us,usp000cdgb,2016-11-09T04:58:53.074Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-11-13T01:58:38.770Z,19.836,95.738,10,4.6,mb,43,98.9,,0.99,us,usp000ccrf,2014-11-07T01:20:27.946Z,"Myanmar",earthquake,,,,20,reviewed,us,us
2003-11-12T19:39:09.030Z,27.016,66.317,33,4.5,mb,41,102,,1.14,us,usp000ccqj,2014-11-07T01:20:27.876Z,"Pakistan",earthquake,,,,20,reviewed,us,us
2003-11-08T05:58:56.550Z,23.63,93.664,33,4.9,mb,96,105.8,,0.79,us,usp000ccbf,2014-11-07T01:20:25.738Z,"Myanmar-India border region",earthquake,,,,47,reviewed,us,us
2003-11-07T02:34:33.600Z,10.506,93.82,161.1,4.6,mb,148,61.6,,0.8,us,usp000cc8h,2014-11-07T01:20:25.428Z,"Andaman Islands, India region",earthquake,,7.1,,73,reviewed,us,us
2003-11-06T15:18:54.090Z,19.741,95.702,10,4.8,mb,24,170.6,,1.05,us,usp000cc7g,2014-11-07T01:20:25.300Z,"Myanmar",earthquake,,,,6,reviewed,us,us
2003-11-06T13:53:10.100Z,19.69,95.655,10,4.5,mb,26,171,,0.52,us,usp000cc79,2014-11-07T01:20:25.272Z,"Myanmar",earthquake,,,,4,reviewed,us,us
2003-11-06T02:13:02.050Z,30.711,69.848,33,4.7,mb,70,73.1,,1.12,us,usp000cc61,2014-11-07T01:20:25.088Z,"Pakistan",earthquake,,,,30,reviewed,us,us
2003-10-31T11:06:22.770Z,19.794,95.402,10,4.5,mb,19,171.3,,0.55,us,usp000cbqz,2014-11-07T01:20:18.036Z,"Myanmar",earthquake,,,,2,reviewed,us,us
2003-10-30T15:22:18.180Z,19.808,95.742,10,5.3,mwc,233,34,,0.97,us,usp000cbn1,2016-11-09T23:50:45.247Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
2003-10-29T10:02:51.500Z,26.037,95.93,70.9,4.7,mb,20,114,,0.87,us,usp000cbhx,2014-11-07T01:20:17.084Z,"Myanmar-India border region",earthquake,,13.9,,1,reviewed,us,us
2003-10-28T02:31:29.940Z,32.446,92.173,10,4.8,mb,34,81.9,,0.89,us,usp000cbeh,2014-11-07T01:20:16.655Z,"Xizang-Qinghai border region",earthquake,,,,15,reviewed,us,us
2003-10-06T10:01:09.290Z,29.782,95.283,33,4.5,mb,20,107,,1.16,us,usp000c9rs,2014-11-07T01:20:08.935Z,"eastern Xizang-India border region",earthquake,,,,2,reviewed,us,us
2003-10-03T12:34:05.450Z,20.061,96.002,10,4.7,mb,15,124.9,,1.38,us,usp000c9fg,2014-11-07T01:20:07.844Z,"Myanmar",earthquake,,,,1,reviewed,us,us
2003-10-01T17:11:48.610Z,19.949,95.597,10,4.7,mb,57,89.2,,0.78,us,usp000c99m,2014-11-07T01:20:06.045Z,"Myanmar",earthquake,,,,29,reviewed,us,us
2003-09-30T20:37:23.660Z,9.202,92.842,46.9,4.6,mb,35,168.4,,0.89,us,usp000c967,2014-11-07T01:20:00.686Z,"Nicobar Islands, India region",earthquake,,,,12,reviewed,us,us
2003-09-29T13:40:30.450Z,27.358,87.738,33,4.6,mb,35,97.1,,0.68,us,usp000c927,2014-11-07T01:19:59.493Z,"Nepal",earthquake,,,,15,reviewed,us,us
2003-09-25T04:58:29.020Z,19.876,95.579,10,4.8,mb,66,65.5,,0.89,us,usp000c8j6,2014-11-07T01:19:55.896Z,"Myanmar",earthquake,,,,36,reviewed,us,us
2003-09-22T10:50:56.550Z,19.835,95.756,10,4.9,mb,72,107.2,,0.64,us,usp000c8a8,2014-11-07T01:19:54.281Z,"Myanmar",earthquake,,,,31,reviewed,us,us
2003-09-22T07:55:03.450Z,20.032,95.892,10,4.8,mb,59,107,,0.81,us,usp000c89v,2014-11-07T01:19:54.250Z,"Myanmar",earthquake,,,,25,reviewed,us,us
2003-09-21T20:43:24.760Z,19.731,95.559,10,4.7,mb,56,118.6,,0.82,us,usp000c88c,2014-11-07T01:19:54.029Z,"Myanmar",earthquake,,,,26,reviewed,us,us
2003-09-21T19:14:36.590Z,19.879,95.445,10,4.7,mb,57,119.5,,0.81,us,usp000c87y,2014-11-07T01:19:54.005Z,"Myanmar",earthquake,,,,26,reviewed,us,us
2003-09-21T18:41:42.080Z,19.741,95.566,10,4.6,mb,42,118.6,,0.61,us,usp000c87r,2014-11-07T01:19:53.989Z,"Myanmar",earthquake,,,,19,reviewed,us,us
2003-09-21T18:31:16.670Z,19.831,95.567,10,4.7,mb,58,92.6,,0.7,us,usp000c87m,2014-11-07T01:19:53.977Z,"Myanmar",earthquake,,,,28,reviewed,us,us
2003-09-21T18:16:13.410Z,19.917,95.672,10,6.6,mwb,518,24.7,,0.92,us,usp000c87f,2017-04-26T18:01:53.846Z,"Myanmar",earthquake,,,,,reviewed,us,us
2003-09-07T03:20:18.020Z,34.077,90.03,33,4.5,mb,41,136.1,,1.21,us,usp000c6yh,2014-11-07T01:19:46.907Z,"southern Qinghai, China",earthquake,,,,18,reviewed,us,us
2003-09-03T23:21:03.990Z,30.583,80.432,33,4.8,mb,21,73.9,,0.84,us,usp000c6p9,2014-11-07T01:19:43.800Z,"western Xizang-India border region",earthquake,,,,11,reviewed,us,us
2003-09-03T16:43:23.760Z,33.039,71.245,33,4.6,mb,73,105.5,,0.93,us,usp000c6nm,2014-11-07T01:19:43.706Z,"Pakistan",earthquake,,,,42,reviewed,us,us
2003-08-30T05:57:02.700Z,23.683,95.724,33,4.7,mb,17,153.4,,1.02,us,usp000c68t,2014-11-07T01:19:36.905Z,"Myanmar",earthquake,,,,2,reviewed,us,us
2003-08-27T01:44:57.820Z,22.876,93.499,53.6,4.5,mb,42,107.6,,0.75,us,usp000c610,2014-11-07T01:19:35.741Z,"Myanmar-India border region",earthquake,,,,21,reviewed,us,us
2003-08-26T20:54:15.390Z,24.94,93.642,45.3,4.5,mb,51,103.3,,0.66,us,usp000c60b,2014-11-07T01:19:35.626Z,"Manipur, India region",earthquake,,,,17,reviewed,us,us
2003-08-24T19:07:04.730Z,24.806,94.95,86.1,4.6,mb,119,46.9,,0.74,us,usp000c5up,2014-11-07T01:19:35.066Z,"Myanmar-India border region",earthquake,,,,61,reviewed,us,us
2003-08-21T03:56:30.630Z,12.848,93.074,33,4.6,mb,41,61.1,,0.98,us,usp000c5gf,2014-11-07T01:19:33.806Z,"Andaman Islands, India region",earthquake,,,,17,reviewed,us,us
2003-08-20T03:34:54.190Z,30.169,82.219,33,4.6,mb,33,110,,0.54,us,usp000c5dy,2014-11-07T01:19:33.285Z,"western Xizang",earthquake,,,,16,reviewed,us,us
2003-08-18T09:37:25.790Z,29.688,95.97,33,4.5,mb,23,115,,1.32,us,usp000c58s,2014-11-07T01:19:32.752Z,"eastern Xizang-India border region",earthquake,,,,8,reviewed,us,us
2003-08-18T09:03:03.520Z,29.573,95.605,33,5.5,mwb,344,34.7,,0.92,us,usp000c58m,2016-11-09T23:16:24.741Z,"eastern Xizang-India border region",earthquake,,,,,reviewed,us,us
2003-08-11T21:22:30.420Z,12.124,93.53,100.2,6,mwb,533,20.4,,0.94,us,usp000c4nb,2016-11-10T00:42:37.294Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2003-08-10T11:17:54.380Z,27.216,75.739,10,4.5,mb,19,116,,1.48,us,usp000c4je,2017-04-26T18:01:44.720Z,"Rajasthan, India",earthquake,,,,2,reviewed,us,us
2003-08-08T09:59:23.530Z,26.687,97.036,11.5,5,mb,130,64.7,,1.1,us,usp000c4dx,2014-11-07T01:19:28.702Z,"Myanmar",earthquake,,,,71,reviewed,us,us
2003-08-05T11:08:01.910Z,23.689,70.435,10,5,mwc,256,51,,0.95,us,usp000c467,2017-04-26T18:01:44.138Z,"Gujarat, India",earthquake,,,,,reviewed,us,hrv
2003-08-01T03:19:37.990Z,22.837,92.35,10,4.7,mb,61,107.7,,0.74,us,usp000c3ty,2014-11-07T01:19:22.312Z,"India-Bangladesh border region",earthquake,,,,26,reviewed,us,us
2003-07-29T06:25:40.190Z,26.213,96.004,63.5,4.7,mb,49,85.1,,0.91,us,usp000c3mr,2014-11-07T01:19:19.309Z,"Myanmar",earthquake,,12.7,,20,reviewed,us,us
2003-07-27T12:07:29.430Z,22.825,92.343,10,5.5,mwc,142,35.4,,0.83,us,usp000c3gj,2017-04-26T18:01:43.542Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,hrv
2003-07-26T23:18:17.960Z,22.854,92.306,10,5.7,mwc,379,38.7,,0.83,us,usp000c3ex,2017-04-26T18:01:42.343Z,"India-Bangladesh border region",earthquake,,,,,reviewed,us,hrv
2003-07-22T21:41:55.380Z,6.696,93.146,10,4.7,mb,52,59.2,,1.44,us,usp000c33d,2014-11-07T01:19:16.753Z,"Nicobar Islands, India region",earthquake,,,,27,reviewed,us,us
2003-07-22T19:28:33.080Z,29.826,69.671,33,4.5,ms,28,99.1,,0.97,us,usp000c339,2014-11-07T01:19:16.743Z,"Pakistan",earthquake,,,,1,reviewed,us,us
2003-07-22T06:21:14.240Z,6.712,93.499,10,4.9,mb,131,50.7,,0.95,us,usp000c326,2014-11-07T01:19:16.640Z,"Nicobar Islands, India region",earthquake,,,,55,reviewed,us,us
2003-07-21T19:21:10.720Z,6.678,93.601,10,5.6,mwc,260,56.3,,1.04,us,usp000c317,2016-11-09T23:02:03.845Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-07-13T23:38:51.410Z,12.563,95.627,33,5,mwc,177,74.6,,1.17,us,usp000c2ed,2016-11-09T22:58:33.736Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-07-12T02:42:45.030Z,12.643,94.981,33,5.3,mwc,176,59.1,,0.88,us,usp000c28u,2016-11-09T22:58:03.580Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-07-12T01:55:46.010Z,12.014,94.969,33,5.1,mwc,76,167.4,,1.08,us,usp000c28s,2016-11-09T22:58:03.070Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-07-07T07:16:52.230Z,34.542,89.315,10,4.8,mb,61,67.5,,0.97,us,usp000c1vs,2014-11-07T01:19:09.200Z,"Xizang-Qinghai border region",earthquake,,,,34,reviewed,us,us
2003-07-07T06:55:43.020Z,34.606,89.475,17.7,5.8,mwc,332,28.1,,0.88,us,usp000c1vn,2016-11-09T22:55:48.790Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
2003-07-06T04:04:58.060Z,12.185,95.176,26.5,4.9,mb,87,73.3,,0.63,us,usp000c1s9,2014-11-07T01:19:08.629Z,"Andaman Islands, India region",earthquake,,,,47,reviewed,us,us
2003-07-04T11:35:38.350Z,16.793,94.706,33,4.8,mb,26,164,,0.63,us,usp000c1mv,2014-11-07T01:19:08.181Z,"near the south coast of Myanmar",earthquake,,,,8,reviewed,us,us
2003-06-30T00:41:11.840Z,32.721,71.244,10,4.5,mb,60,139,,1.03,us,usp000c19s,2014-11-07T01:19:00.952Z,"Pakistan",earthquake,,,,31,reviewed,us,us
2003-06-26T11:33:36.340Z,12.836,92.856,47,4.5,mb,35,172.5,,0.96,us,usp000c101,2014-11-07T01:19:00.082Z,"Andaman Islands, India region",earthquake,,,,13,reviewed,us,us
2003-06-04T13:16:13.480Z,23.236,93.794,67.8,4.8,mb,18,158.1,,0.69,us,usp000bz20,2014-11-07T01:18:50.789Z,"Myanmar-India border region",earthquake,,13.3,,1,reviewed,us,us
2003-05-28T21:42:24.870Z,34.324,88.054,33,4.5,mb,22,143.1,,0.91,us,usp000bye6,2014-11-07T01:18:44.149Z,"western Xizang",earthquake,,,,7,reviewed,us,us
2003-05-27T04:23:28.960Z,30.547,79.293,33,4.9,mb,151,108.7,,0.73,us,usp000by91,2014-11-07T01:18:43.359Z,"Uttaranchal, India",earthquake,,,,98,reviewed,us,us
2003-05-24T19:32:35.840Z,32.609,92.337,49.2,5.1,mwc,136,34.7,,1.12,us,usp000by28,2016-11-09T22:35:57.320Z,"Xizang-Qinghai border region",earthquake,,11.1,,,reviewed,us,hrv
2003-05-24T11:27:59.550Z,32.588,92.425,33,5.1,mwc,106,62.8,,0.95,us,usp000by15,2016-11-09T22:35:56.820Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
2003-05-22T09:27:29.170Z,33.387,73.334,33,4.7,mb,68,50.3,,0.93,us,usp000bxu3,2014-11-07T01:18:40.846Z,"Pakistan",earthquake,,,,27,reviewed,us,us
2003-05-20T18:34:37.610Z,32.681,93.094,33,5.2,mwc,139,44.3,,1.01,us,usp000bxkz,2016-11-09T22:33:47.662Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
2003-05-20T14:16:39.670Z,10.48,93.089,54.2,4.5,mb,16,122.3,,0.58,us,usp000bxkg,2014-11-07T01:18:39.086Z,"Andaman Islands, India region",earthquake,,13.5,,4,reviewed,us,us
2003-04-30T19:37:55.980Z,32.66,93.081,33,4.7,mb,19,134.5,,0.85,us,usp000bwam,2014-11-07T01:18:28.108Z,"Xizang-Qinghai border region",earthquake,,,,3,reviewed,us,us
2003-04-19T00:40:22.070Z,7.839,94.134,113.2,4.7,mb,26,102.1,,1.16,us,usp000bvgf,2014-11-07T01:18:22.143Z,"Nicobar Islands, India region",earthquake,,16,,7,reviewed,us,us
2003-04-14T21:44:25.040Z,6.797,61.51,10,4.8,mb,34,104.8,,1.08,us,usp000bv6z,2014-11-07T01:18:20.631Z,"Carlsberg Ridge",earthquake,,,,24,reviewed,us,us
2003-04-14T12:37:30.840Z,12.874,92.993,33,4.7,mb,57,92.5,,1.52,us,usp000bv5x,2014-11-07T01:18:20.528Z,"Andaman Islands, India region",earthquake,,,,25,reviewed,us,us
2003-04-08T16:55:08.370Z,26.128,93.193,40.5,4.6,mb,72,70.6,,0.98,us,usp000buqn,2014-11-07T01:18:18.799Z,"Assam, India",earthquake,,,,43,reviewed,us,us
2003-04-07T14:01:28.880Z,12.524,92.685,40.5,4.9,mb,105,69.5,,0.71,us,usp000bun8,2014-11-07T01:18:18.513Z,"Andaman Islands, India region",earthquake,,,,65,reviewed,us,us
2003-04-04T07:02:32.020Z,30.026,80.008,33,4.7,mb,51,80.1,,0.83,us,usp000bub0,2014-11-07T01:18:16.473Z,"western Xizang-India border region",earthquake,,,,22,reviewed,us,us
2003-03-29T14:50:10.460Z,35.019,70.722,33,4.5,mb,9,223,,1.16,us,usp000bts8,2014-11-07T01:18:09.621Z,"Hindu Kush region, Afghanistan",earthquake,,,,1,reviewed,us,us
2003-03-26T04:22:30.070Z,12.518,92.564,33,5.9,mwb,488,37.6,,0.85,us,usp000bth8,2017-04-26T18:01:16.766Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2003-03-25T18:51:26.340Z,27.264,89.331,47.1,5.5,mwc,165,34.4,,1.21,us,usp000btge,2017-04-26T18:01:16.193Z,"Bhutan",earthquake,,,,,reviewed,us,hrv
2003-03-21T04:44:50.210Z,12.948,93.019,33,4.7,mb,28,92.5,,0.77,us,usp000bt54,2014-11-07T01:18:07.133Z,"Andaman Islands, India region",earthquake,,,,6,reviewed,us,us
2003-03-19T21:13:12.210Z,9.783,93.548,140.2,4.5,mb,46,145.8,,1.06,us,usp000bt22,2014-11-07T01:18:06.760Z,"Nicobar Islands, India region",earthquake,,15.6,,25,reviewed,us,us
2003-03-18T08:20:16.950Z,25.239,95.135,104.4,4.5,mb,69,66.5,,0.74,us,usp000bsy9,2014-11-07T01:18:06.270Z,"Myanmar",earthquake,,6.5,,39,reviewed,us,us
2003-03-17T04:20:34.510Z,34.305,86.768,33,4.7,mb,12,169.5,,0.91,us,usp000bsuq,2014-11-07T01:18:05.623Z,"western Xizang",earthquake,,,,5,reviewed,us,us
2003-03-16T07:22:43.800Z,6.946,93.973,33,4.6,mb,35,125.7,,0.98,us,usp000bss6,2014-11-07T01:18:05.133Z,"Nicobar Islands, India region",earthquake,,,,14,reviewed,us,us
2003-03-05T08:22:35.710Z,31.519,78.62,18.9,4.7,mb,18,195.1,,0.91,us,usp000brzn,2014-11-07T01:17:59.387Z,"western Xizang-India border region",earthquake,,,,4,reviewed,us,us
2003-03-02T15:23:33.400Z,33.375,75.689,33,4.6,mb,70,65.6,,0.88,us,usp000brte,2014-11-07T01:17:57.579Z,"eastern Kashmir",earthquake,,,,41,reviewed,us,us
2003-02-26T19:58:13.150Z,28.347,86.449,33,4.6,mb,15,,,0.46,us,usp000brj5,2014-11-07T01:17:52.666Z,"western Xizang",earthquake,,,,5,reviewed,us,us
2003-02-19T02:59:42.990Z,9.77,92.495,33,4.5,mb,22,,,0.85,us,usp000bqzy,2014-11-07T01:17:49.578Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2003-02-11T19:27:14.670Z,23.386,70.218,10,4.5,mb,23,,,1.13,us,usp000bqg0,2017-04-13T22:16:14.223Z,"Gujarat, India",earthquake,,,,11,reviewed,us,us
2003-02-11T10:36:21.130Z,32.512,93.787,33,5.1,mwc,124,,,1.16,us,usp000bqf8,2016-11-09T21:51:12.909Z,"Xizang-Qinghai border region",earthquake,,,,,reviewed,us,hrv
2003-01-30T17:21:09.210Z,7.844,94.203,33,5.2,mwc,73,,,1.04,us,usp000bpn5,2016-11-09T21:46:35.558Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-01-30T15:05:03.310Z,7.746,94.315,33,4.7,mb,36,,,1.27,us,usp000bpmv,2014-11-07T01:17:39.775Z,"Nicobar Islands, India region",earthquake,,,,15,reviewed,us,us
2003-01-30T14:26:53.780Z,7.628,94.226,33,4.8,mb,46,,,1.16,us,usp000bpms,2014-11-07T01:17:39.768Z,"Nicobar Islands, India region",earthquake,,,,17,reviewed,us,us
2003-01-30T14:14:44.020Z,7.589,94.195,33,4.6,mb,13,,,0.94,us,usp000bpmq,2014-11-07T01:17:39.765Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2003-01-26T10:49:28.880Z,12.95,95.607,20,5.1,mwc,54,,,0.92,us,usp000bp78,2016-11-09T21:45:03.485Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-01-26T04:48:50.110Z,12.863,95.619,19.6,4.6,mb,30,,,0.57,us,usp000bp6k,2014-11-07T01:17:38.205Z,"Andaman Islands, India region",earthquake,,,,9,reviewed,us,us
2003-01-26T02:01:35.870Z,12.88,95.613,21.7,4.5,mb,10,,,0.82,us,usp000bp6c,2014-11-07T01:17:38.195Z,"Andaman Islands, India region",earthquake,,,,1,reviewed,us,us
2003-01-23T10:35:08.260Z,12.991,93.704,83.7,4.7,mb,39,,,0.94,us,usp000bp1s,2014-11-07T01:17:37.429Z,"Andaman Islands, India region",earthquake,,,,13,reviewed,us,us
2003-01-17T14:31:10.200Z,7.774,93.845,35.6,5.2,mwc,97,,,1.17,us,usp000bnq5,2016-11-09T21:41:19.579Z,"Nicobar Islands, India region",earthquake,,13.2,,,reviewed,us,hrv
2003-01-17T02:53:03.930Z,19.888,95.238,101.8,5,mwc,158,,,0.83,us,usp000bnpc,2016-11-09T21:41:18.246Z,"Myanmar",earthquake,,,,,reviewed,us,hrv
2003-01-16T22:15:37.330Z,32.615,89.948,51.8,4.8,mb,58,,,1.06,us,usp000bnny,2014-11-07T01:17:35.902Z,"western Xizang",earthquake,,13.1,,39,reviewed,us,us
2003-01-16T11:36:49.140Z,29.8,88.006,12.2,5.1,mb,115,,,0.83,us,usp000bnnc,2014-11-07T01:17:35.850Z,"western Xizang",earthquake,,,,63,reviewed,us,us
2003-01-14T14:13:57.190Z,27.99,62.346,56.7,5.4,mwc,274,,,1.03,us,usp000bnj0,2016-11-09T21:40:01.637Z,"Iran-Pakistan border region",earthquake,,,,,reviewed,us,hrv
2003-01-13T16:35:02.910Z,12.922,95.552,33,5.3,mwc,50,,,0.9,us,usp000bngj,2016-11-09T21:39:29.850Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,hrv
2003-01-13T16:30:59.950Z,12.918,95.617,33,4.8,mb,53,,,0.95,us,usp000bngh,2014-11-07T01:17:35.126Z,"Andaman Islands, India region",earthquake,,,,18,reviewed,us,us
