time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2009-12-01T11:40:45.670Z,13.622,92.793,33.6,5.3,mwc,191,42.9,,0.78,us,usp000h4mx,2016-11-10T02:21:04.195Z,"Andaman Islands, India region",earthquake,,8,,,reviewed,us,gcmt
2009-11-26T06:13:02.720Z,13.627,92.784,39.2,5.1,mwc,177,55,,0.82,us,usp000h4ed,2016-11-10T02:20:50.031Z,"Andaman Islands, India region",earthquake,,5,,,reviewed,us,gcmt
2009-11-26T00:15:03.740Z,35.256,81.536,49,4.9,mwc,40,93.2,,0.89,us,usp000h4e2,2016-11-10T02:20:49.062Z,"Xinjiang-Xizang border region",earthquake,,8.6,,,reviewed,us,gcmt
2009-11-21T04:10:18.170Z,7.877,93.838,39.9,4.5,mb,65,65.4,,0.97,us,usp000h495,2014-11-07T01:40:07.874Z,"Nicobar Islands, India region",earthquake,,7.6,,24,reviewed,us,us
2009-11-20T07:16:58.950Z,30.762,83.448,19,5,mwc,120,53.5,,0.77,us,usp000h47k,2016-11-10T02:20:38.088Z,"western Xizang",earthquake,,11.6,,,reviewed,us,gcmt
2009-11-18T00:49:04.510Z,27.683,90.446,43.9,4.5,mb,58,68.4,,0.94,us,usp000h45a,2014-11-07T01:40:07.299Z,"Bhutan",earthquake,,6,,21,reviewed,us,us
2009-11-17T17:39:40.380Z,27.647,92.823,44.4,4.7,mb,91,97,,0.76,us,usp000h44w,2014-11-07T01:40:07.246Z,"Arunachal Pradesh, India",earthquake,,4.4,,22,reviewed,us,us
2009-11-14T13:03:34.710Z,17.089,73.828,10,4.8,mwc,42,92.4,,1.12,us,usp000h41s,2017-04-26T18:09:44.863Z,"Maharashtra, India",earthquake,,,,,reviewed,us,gcmt
2009-11-11T05:09:59.670Z,10.282,93.803,35,4.5,mb,24,92.9,,0.8,us,usp000h3yh,2014-11-07T01:40:05.923Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2009-11-10T02:48:46.790Z,8.082,91.899,23,6,mwc,355,18.6,,0.84,us,usp000h3xe,2016-11-10T02:20:14.156Z,"Nicobar Islands, India region",earthquake,,7.3,,,reviewed,us,us
2009-11-07T20:08:46.290Z,29.49,86.008,5.7,5.5,mwc,244,17.8,,0.8,us,usp000h3uf,2017-04-26T18:09:42.595Z,"western Xizang",earthquake,,10.1,,,reviewed,us,gcmt
2009-11-06T19:50:13.610Z,13.994,92.966,38.2,4.6,mb,75,84.5,,0.72,us,usp000h3tk,2014-11-07T01:40:04.951Z,"Andaman Islands, India region",earthquake,,,,22,reviewed,us,us
2009-11-02T21:35:44.360Z,14.032,92.968,15.7,5.4,mwc,263,32.2,,0.96,us,usp000h3pb,2016-11-10T02:19:51.265Z,"Andaman Islands, India region",earthquake,,11.4,,,reviewed,us,gcmt
2009-10-30T06:43:03.830Z,34.181,70.02,30.4,5.1,mb,158,39.8,,1.06,us,usp000h3jn,2015-03-24T02:09:02.752Z,"Hindu Kush region, Afghanistan",earthquake,,13.7,,91,reviewed,us,us
2009-10-29T21:05:19.980Z,8.151,91.759,29.6,5,mb,134,34,,1,us,usp000h3ja,2014-11-07T01:39:59.706Z,"Nicobar Islands, India region",earthquake,,3.5,,48,reviewed,us,us
2009-10-29T19:57:01.280Z,26.548,90.018,30.4,4.8,mb,76,96.6,,0.6,us,usp000h3j9,2014-11-07T01:39:59.698Z,"Assam, India",earthquake,,11.2,,29,reviewed,us,us
2009-10-29T17:00:38.600Z,27.262,91.417,26,5.1,mwc,154,43,,0.86,us,usp000h3j5,2016-11-10T02:19:44.605Z,"Bhutan",earthquake,,3.5,,,reviewed,us,gcmt
2009-10-27T18:10:16.390Z,14.06,93.225,54.8,4.6,mb,47,59.8,,0.75,us,usp000h3g0,2014-11-07T01:39:58.855Z,"Andaman Islands, India region",earthquake,,9.4,,13,reviewed,us,us
2009-10-25T17:47:49.390Z,29.566,63.879,125.3,5.6,mwb,186,26.1,,1.08,us,usp000h3da,2016-11-10T02:19:33.955Z,"western Afghanistan",earthquake,,,,,reviewed,us,us
2009-10-25T11:40:49.770Z,34.848,80.38,23,5,mwc,88,47.5,,1.08,us,usp000h3d6,2016-11-10T02:19:33.356Z,"western Xizang",earthquake,,15.4,,,reviewed,us,gcmt
2009-10-20T09:28:45.820Z,12.047,94.943,11.6,4.9,mb,75,53.7,,0.79,us,usp000h36s,2014-11-07T01:39:57.401Z,"Andaman Islands, India region",earthquake,,13.9,,19,reviewed,us,us
2009-10-16T19:29:12.980Z,35.178,92.135,10,4.9,mwc,61,37.2,,1.51,us,usp000h32p,2016-11-10T02:19:08.764Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,gcmt
2009-10-15T05:17:34.210Z,10.7,91.73,10,4.5,mb,31,81.3,,0.97,us,usp000h2zm,2014-11-07T01:39:56.082Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2009-10-11T18:26:11.170Z,23.265,94.503,88.4,4.8,mb,105,34.6,,0.79,us,usp000h2ru,2014-11-07T01:39:54.952Z,"Myanmar",earthquake,,,,33,reviewed,us,us
2009-10-05T09:46:59.360Z,10.696,91.566,10,4.5,mb,12,176.7,,0.61,us,usp000h2df,2014-11-07T01:39:52.590Z,"Andaman Islands, India region",earthquake,,,,2,reviewed,us,us
2009-10-03T05:20:58.720Z,29.996,79.849,36.1,4.8,mb,81,97.5,,0.59,us,usp000h29z,2014-11-07T01:39:51.859Z,"Uttaranchal, India",earthquake,,5.6,,28,reviewed,us,us
2009-10-02T18:29:05.580Z,13.976,92.867,36.9,4.6,mb,96,46.2,,0.89,us,usp000h28u,2014-11-07T01:39:51.612Z,"Andaman Islands, India region",earthquake,,,,18,reviewed,us,us
2009-09-29T06:01:13.260Z,30.888,83.49,10,5,mwc,63,94.7,,1.04,us,usp000h1y2,2016-11-10T02:17:40.271Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2009-09-25T01:14:17.570Z,24.869,98.097,43.6,4.5,mb,64,67.4,,0.52,us,usp000h1um,2014-11-07T01:39:44.672Z,"Myanmar-China border region",earthquake,,4.9,,22,reviewed,us,us
2009-09-21T19:38:42.330Z,20.404,94.793,84.2,5.7,mwc,299,31.7,,0.76,us,usp000h1rn,2016-11-10T02:17:25.687Z,"Myanmar",earthquake,,,,,reviewed,us,gcmt
2009-09-21T09:43:50.990Z,30.879,79.057,52.3,5,mb,78,85.3,,0.79,us,usp000h1r8,2015-03-24T02:30:47.981Z,"Uttaranchal, India",earthquake,,7.4,,24,reviewed,us,us
2009-09-21T09:16:54.340Z,27.31,91.489,10,4.5,mb,40,77.3,,1.18,us,usp000h1r5,2014-11-07T01:39:44.015Z,"Bhutan",earthquake,,,,12,reviewed,us,us
2009-09-21T08:53:05.910Z,27.332,91.437,14,6.1,mwb,259,45.4,,0.98,us,usp000h1r4,2017-04-26T18:09:33.016Z,"Bhutan",earthquake,,,,,reviewed,us,us
2009-09-12T04:43:29.490Z,8.572,93.901,28.7,4.6,mb,61,48,,0.8,us,usp000h1f7,2014-11-07T01:39:42.001Z,"Nicobar Islands, India region",earthquake,,,,13,reviewed,us,us
2009-09-10T04:54:31.960Z,28.575,66.454,12.5,4.9,mb,97,59.7,,0.91,us,usp000h1cy,2014-11-07T01:39:41.626Z,"Pakistan",earthquake,,21.6,,49,reviewed,us,us
2009-09-10T04:46:14.680Z,28.608,66.443,37.9,4.9,mb,111,56.8,,0.91,us,usp000h1cx,2014-11-07T01:39:41.617Z,"Pakistan",earthquake,,10.7,,52,reviewed,us,us
2009-09-09T00:07:16.720Z,10.261,93.82,169.9,4.7,mb,108,61,,0.58,us,usp000h1by,2014-11-07T01:39:41.408Z,"Andaman Islands, India region",earthquake,,5.4,,42,reviewed,us,us
2009-09-06T01:14:39.910Z,13.987,92.923,33.7,4.6,mb,75,57.8,,0.84,us,usp000h18w,2014-11-07T01:39:40.630Z,"Andaman Islands, India region",earthquake,,,,20,reviewed,us,us
2009-09-05T07:28:35.590Z,34.233,82.022,46.2,4.8,mb,52,96,,1.36,us,usp000h18f,2014-11-07T01:39:40.560Z,"western Xizang",earthquake,,9.8,,13,reviewed,us,us
2009-09-05T03:19:09.510Z,16.081,93.671,10,4.6,mb,37,100.3,,0.61,us,usp000h189,2014-11-07T01:39:40.464Z,"Bay of Bengal",earthquake,,,,12,reviewed,us,us
2009-09-03T19:51:06.960Z,24.332,94.669,95,5.9,mwc,358,14.3,,0.83,us,usp000h16n,2016-11-10T02:16:52.235Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,gcmt
2009-09-02T17:21:55.570Z,11.027,93.603,123.7,4.8,mb,48,74.9,,0.67,us,usp000h15m,2014-11-07T01:39:38.805Z,"Andaman Islands, India region",earthquake,,7.9,,16,reviewed,us,us
2009-08-31T10:41:31.590Z,14.05,92.822,34.6,4.8,mb,64,82.3,,0.98,us,usp000h136,2014-11-07T01:39:35.542Z,"Andaman Islands, India region",earthquake,,13.4,,15,reviewed,us,us
2009-08-30T19:27:48.840Z,25.28,95.101,82.2,5.3,mwc,194,22.5,,0.96,us,usp000h12d,2016-11-10T02:16:45.712Z,"Myanmar",earthquake,,,,,reviewed,us,gcmt
2009-08-30T09:34:13.180Z,14.208,93.075,35,4.7,mb,12,198.3,,0.45,us,usp000h11p,2014-11-07T01:39:35.245Z,"Andaman Islands, India region",earthquake,,,,1,reviewed,us,us
2009-08-27T22:39:06.080Z,14.34,93.021,35,4.7,mb,63,83.5,,0.77,us,usp000h0y5,2014-11-07T01:39:34.107Z,"Andaman Islands, India region",earthquake,,,,24,reviewed,us,us
2009-08-26T02:57:50.220Z,14.088,93.113,33,4.8,mb,95,47.7,,0.74,us,usp000h0vn,2014-11-07T01:39:33.717Z,"Andaman Islands, India region",earthquake,,,,29,reviewed,us,us
2009-08-21T14:26:02.050Z,14.04,92.989,35,4.9,mb,83,56.1,,1.15,us,usp000h0qb,2014-11-07T01:39:32.866Z,"Andaman Islands, India region",earthquake,,,,36,reviewed,us,us
2009-08-19T10:45:13.870Z,26.556,92.47,10,5,mb,85,32.4,,1.02,us,usp000h0n0,2015-03-24T01:01:58.680Z,"Assam, India",earthquake,,,,27,reviewed,us,us
2009-08-18T05:37:56.340Z,14.061,92.809,35,4.8,mb,56,62.2,,0.78,us,usp000h0jz,2014-11-07T01:39:31.998Z,"Andaman Islands, India region",earthquake,,,,12,reviewed,us,us
2009-08-14T19:39:49.900Z,13.961,93.023,25.6,5,mwc,164,22.6,,0.82,us,usp000h0cf,2016-11-10T02:16:03.923Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-08-14T03:53:32.230Z,13.907,92.912,30.4,4.5,mb,40,84.9,,0.81,us,usp000h0ba,2014-11-07T01:39:30.459Z,"Andaman Islands, India region",earthquake,,,,7,reviewed,us,us
2009-08-13T20:49:30.820Z,13.945,93.05,35,4.7,mb,55,74.4,,0.61,us,usp000h0at,2014-11-07T01:39:30.413Z,"Andaman Islands, India region",earthquake,,,,16,reviewed,us,us
2009-08-13T14:43:39.140Z,14.304,93.14,35,4.8,mb,78,69.3,,0.78,us,usp000h0a1,2014-11-07T01:39:30.326Z,"Andaman Islands, India region",earthquake,,,,23,reviewed,us,us
2009-08-13T09:21:35.750Z,14.052,92.821,35,5.9,mwc,197,27.9,,0.91,us,usp000h09t,2016-11-10T02:15:59.836Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-08-13T00:54:48.360Z,14.144,93.102,35,4.7,mb,57,83.7,,0.97,us,usp000h098,2014-11-07T01:39:30.157Z,"Andaman Islands, India region",earthquake,,,,18,reviewed,us,us
2009-08-12T04:33:25.690Z,9.018,93.723,50.7,5.1,mwc,114,47.3,,0.93,us,usp000h082,2016-11-10T02:15:56.357Z,"Nicobar Islands, India region",earthquake,,6.1,,,reviewed,us,gcmt
2009-08-11T21:43:47.590Z,24.323,94.793,99,5.5,mwb,177,29.6,,0.8,us,usp000h07g,2016-11-10T02:15:55.852Z,"Myanmar-India border region",earthquake,,,,,reviewed,us,us
2009-08-11T15:19:05.640Z,14.004,93.041,19.3,4.5,mb,45,77.6,,0.89,us,usp000h073,2014-11-07T01:39:29.743Z,"Andaman Islands, India region",earthquake,,19.5,,8,reviewed,us,us
2009-08-11T10:18:09.240Z,14.156,93.144,35,4.6,mb,18,100.9,,1.18,us,usp000h06x,2014-11-07T01:39:29.729Z,"Andaman Islands, India region",earthquake,,,,2,reviewed,us,us
2009-08-11T08:51:29.040Z,14.127,93.068,38.4,4.6,mb,53,77,,1.02,us,usp000h06s,2014-11-07T01:39:29.715Z,"Andaman Islands, India region",earthquake,,8,,12,reviewed,us,us
2009-08-11T08:32:11.960Z,14.12,93.15,35,4.5,mb,44,59,,0.64,us,usp000h06q,2014-11-07T01:39:29.708Z,"Andaman Islands, India region",earthquake,,,,8,reviewed,us,us
2009-08-11T07:54:38.510Z,14.353,92.982,38.5,4.9,mb,100,67.2,,0.82,us,usp000h06n,2014-11-07T01:39:29.695Z,"Andaman Islands, India region",earthquake,,5.7,,41,reviewed,us,us
2009-08-11T07:14:36.100Z,14.15,93.085,35,4.5,mb,46,82.1,,0.83,us,usp000h06m,2014-11-07T01:39:29.691Z,"Andaman Islands, India region",earthquake,,,,10,reviewed,us,us
2009-08-11T06:10:02.190Z,13.966,93.057,28.4,4.6,mb,79,56,,0.69,us,usp000h06e,2014-11-07T01:39:29.671Z,"Andaman Islands, India region",earthquake,,,,19,reviewed,us,us
2009-08-11T00:20:10.810Z,13.979,92.991,35,4.5,mb,58,76.3,,0.86,us,usp000h067,2015-03-24T02:25:31.152Z,"Andaman Islands, India region",earthquake,,,,16,reviewed,us,us
2009-08-10T21:19:40.120Z,14.311,92.965,29.8,4.7,mb,62,82.1,,0.9,us,usp000h05z,2014-11-07T01:39:29.623Z,"Andaman Islands, India region",earthquake,,12.7,,19,reviewed,us,us
2009-08-10T19:55:38.730Z,14.099,92.902,24,7.5,mwc,303,18.2,,1.03,us,usp000h05x,2018-10-17T20:30:26.266Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2009-08-05T02:58:45.490Z,22.513,93.483,72.2,4.7,mb,83,71.1,,0.75,us,usp000gzzt,2014-11-07T01:39:27.811Z,"Myanmar-India border region",earthquake,,6.1,,29,reviewed,us,us
2009-07-28T19:14:09.690Z,10.64,94.179,29.1,5,mwc,56,71.2,,1.13,us,usp000gzrv,2016-11-10T02:15:25.245Z,"Andaman Islands, India region",earthquake,,20,,,reviewed,us,gcmt
2009-07-28T13:09:00.030Z,12.281,92.51,26.4,4.6,mb,39,73.1,,1.43,us,usp000gzrs,2014-11-07T01:39:22.927Z,"Andaman Islands, India region",earthquake,,22.8,,6,reviewed,us,us
2009-07-28T05:14:57.530Z,10.591,94.122,10,5.2,mwc,94,58,,0.85,us,usp000gzr4,2016-11-10T02:15:23.714Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-27T21:15:01.110Z,10.604,94.332,10,4.9,mwc,48,50.6,,1.01,us,usp000gzqv,2016-11-10T02:15:23.230Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-27T19:15:22.420Z,10.641,94.248,10,4.5,mb,29,102.5,,0.98,us,usp000gzqp,2014-11-07T01:39:22.591Z,"Andaman Islands, India region",earthquake,,,,6,reviewed,us,us
2009-07-27T12:08:14.210Z,10.666,94.234,10,4.8,mb,53,69.1,,0.68,us,usp000gzq9,2014-11-07T01:39:22.539Z,"Andaman Islands, India region",earthquake,,,,15,reviewed,us,us
2009-07-27T06:23:51.690Z,34.899,73.219,49.1,5,mwc,117,31.7,,0.73,us,usp000gzq0,2016-11-10T02:15:20.710Z,"Pakistan",earthquake,,6.2,,,reviewed,us,gcmt
2009-07-27T05:39:37.650Z,10.692,94.268,28.1,4.5,mb,37,70.8,,0.67,us,usp000gzpy,2014-11-07T01:39:22.423Z,"Andaman Islands, India region",earthquake,,15.3,,6,reviewed,us,us
2009-07-27T03:31:51.510Z,10.585,94.232,14.3,4.9,mwc,35,84.5,,0.85,us,usp000gzpw,2016-11-10T02:15:20.199Z,"Andaman Islands, India region",earthquake,,23.2,,,reviewed,us,gcmt
2009-07-27T02:09:14.450Z,10.667,94.184,10,4.9,mwc,41,77.9,,0.76,us,usp000gzpu,2016-11-10T02:15:19.695Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T21:49:21.680Z,10.609,94.188,10,5.1,mwc,66,34.6,,0.79,us,usp000gzpm,2016-11-10T02:15:18.206Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T19:45:07.040Z,10.695,94.311,10,4.8,mb,45,71.3,,1.23,us,usp000gzpk,2014-11-07T01:39:22.100Z,"Andaman Islands, India region",earthquake,,,,6,reviewed,us,us
2009-07-26T17:47:54.840Z,10.742,94.352,10,5,mwc,50,78.1,,1.25,us,usp000gzpe,2016-11-10T02:15:17.711Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T17:11:30.200Z,10.761,94.24,10,4.5,mb,30,78,,0.94,us,usp000gzpd,2014-11-07T01:39:21.977Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
2009-07-26T15:51:02.130Z,10.659,94.317,10,5,mwc,45,74.9,,0.97,us,usp000gzpa,2016-11-10T02:15:17.189Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T15:26:57.520Z,10.764,94.294,10,5,mwc,65,59.5,,1.09,us,usp000gzp9,2016-11-10T02:15:16.660Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T14:58:14.080Z,10.644,94.201,10,5,mwc,49,50.5,,1.17,us,usp000gzp8,2016-11-10T02:15:16.166Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T14:49:23.800Z,10.61,94.235,10,4.6,mb,21,108.1,,0.64,us,usp000gzp6,2014-11-07T01:39:21.881Z,"Andaman Islands, India region",earthquake,,,,1,reviewed,us,us
2009-07-26T14:26:59.780Z,10.54,94.57,10,4.6,mb,35,78.3,,1.34,us,usp000gzp5,2014-11-07T01:39:21.878Z,"Andaman Islands, India region",earthquake,,,,9,reviewed,us,us
2009-07-26T13:48:55.110Z,10.739,94.238,10,4.9,mwc,34,77.9,,0.82,us,usp000gzp3,2016-11-10T02:15:15.648Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T13:29:15.980Z,10.691,94.308,10,5.1,mwc,69,59.6,,1.06,us,usp000gzp2,2016-11-10T02:15:15.064Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T12:48:36.440Z,10.733,94.288,16.3,5,mwc,62,69.4,,0.81,us,usp000gzp0,2016-11-10T02:15:14.570Z,"Andaman Islands, India region",earthquake,,15.7,,,reviewed,us,gcmt
2009-07-26T12:34:32.980Z,10.705,94.337,18.3,4.8,mwc,61,71.3,,0.84,us,usp000gzny,2016-11-10T02:15:14.073Z,"Andaman Islands, India region",earthquake,,15.9,,,reviewed,us,gcmt
2009-07-26T12:25:51.320Z,10.657,94.213,10,4.9,mwc,59,37.4,,1.15,us,usp000gznx,2016-11-10T02:15:13.575Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T12:14:26.240Z,10.695,94.26,19.4,4.5,mb,43,78,,0.66,us,usp000gznw,2014-11-07T01:39:21.822Z,"Andaman Islands, India region",earthquake,,16.7,,8,reviewed,us,us
2009-07-26T11:55:44.040Z,10.608,94.186,10,5.1,mwc,59,68.9,,1.02,us,usp000gznv,2016-11-10T02:15:12.506Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T11:34:12.590Z,10.696,94.3,10,4.7,mb,22,177.7,,1.27,us,usp000gznu,2014-11-07T01:39:21.813Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
2009-07-26T11:18:50.890Z,10.735,94.446,10,4.5,mb,38,78.2,,1.14,us,usp000gznt,2014-11-07T01:39:21.810Z,"Andaman Islands, India region",earthquake,,,,8,reviewed,us,us
2009-07-26T10:58:02.020Z,10.67,94.317,16.1,5.1,mwc,54,69.3,,1.15,us,usp000gzns,2016-11-10T02:15:12.006Z,"Andaman Islands, India region",earthquake,,21.1,,,reviewed,us,gcmt
2009-07-26T10:42:29.000Z,10.799,94.329,24.1,4.7,mb,45,78,,0.82,us,usp000gznr,2014-11-07T01:39:21.801Z,"Andaman Islands, India region",earthquake,,16.3,,10,reviewed,us,us
2009-07-26T10:14:15.640Z,10.75,94.388,17.2,5,mwc,69,50.9,,0.95,us,usp000gznm,2016-11-10T02:15:11.524Z,"Andaman Islands, India region",earthquake,,14.5,,,reviewed,us,gcmt
2009-07-26T09:40:26.020Z,10.639,94.332,10,5.1,mwc,63,69.3,,0.98,us,usp000gznh,2016-11-10T02:15:11.008Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T09:06:45.190Z,11.279,94.65,10,5,mwc,41,136.1,,1.45,us,usp000gzne,2016-11-10T02:15:10.532Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T08:40:55.440Z,10.713,94.397,10,5.1,mwc,56,81.7,,0.85,us,usp000gznb,2016-11-10T02:15:10.032Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T08:11:15.880Z,10.769,94.374,10,5.2,mwc,59,50.9,,0.93,us,usp000gzn9,2016-11-10T02:15:09.519Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T07:40:13.210Z,10.751,94.286,10,5.1,mwc,55,50.8,,0.71,us,usp000gzn8,2016-11-10T02:15:09.007Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T07:12:04.070Z,10.702,94.315,10,5,mwc,35,50.7,,0.77,us,usp000gzn7,2016-11-10T02:15:08.481Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,gcmt
2009-07-26T06:59:30.610Z,10.704,94.407,10,4.5,mb,26,100.9,,1.02,us,usp000gzn6,2014-11-07T01:39:21.741Z,"Andaman Islands, India region",earthquake,,,,4,reviewed,us,us
2009-07-26T06:54:47.160Z,10.838,94.447,10,4.8,mb,54,51.1,,0.97,us,usp000gzn5,2014-11-07T01:39:21.736Z,"Andaman Islands, India region",earthquake,,,,7,reviewed,us,us
2009-07-26T06:49:22.460Z,10.747,94.294,10,4.5,mb,43,62.8,,0.77,us,usp000gzn4,2014-11-07T01:39:21.732Z,"Andaman Islands, India region",earthquake,,,,5,reviewed,us,us
2009-07-26T06:45:35.980Z,10.837,94.436,10,4.8,mb,58,47.2,,0.9,us,usp000gzn2,2014-11-07T01:39:21.718Z,"Andaman Islands, India region",earthquake,,,,11,reviewed,us,us
2009-07-24T03:11:56.830Z,31.158,85.902,13.4,5.8,mwc,199,20.5,,0.92,us,usp000gzjs,2017-04-13T22:23:43.369Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2009-07-17T11:07:52.400Z,32.716,76.709,35,4.6,mb,39,143.6,,1.22,us,usp000gzck,2014-11-07T01:39:20.166Z,"Himachal Pradesh, India",earthquake,,,,9,reviewed,us,us
2009-06-30T09:12:57.030Z,10.59,92.284,35,4.8,mb,46,65.4,,0.79,us,usp000gysn,2014-11-07T01:39:12.656Z,"Andaman Islands, India region",earthquake,,,,13,reviewed,us,us
2009-06-22T23:16:28.490Z,12.034,94.831,14.8,5.1,mwc,105,41.4,,0.95,us,usp000gygv,2016-11-10T02:13:43.831Z,"Andaman Islands, India region",earthquake,,14.9,,,reviewed,us,gcmt
2009-06-22T23:10:04.920Z,12.14,94.996,26.9,5.2,mwc,129,41.7,,0.6,us,usp000gygu,2016-11-10T02:13:43.276Z,"Andaman Islands, India region",earthquake,,7.8,,,reviewed,us,gcmt
2009-06-22T22:44:24.380Z,12.153,95.127,45,4.5,mb,37,79.4,,0.97,us,usp000gygq,2014-11-07T01:39:11.192Z,"Andaman Islands, India region",earthquake,,12.4,,7,reviewed,us,us
2009-06-17T04:12:51.790Z,21.717,62.042,10,5,mwc,86,82.1,,0.79,us,usp000gy9n,2016-11-10T02:13:29.178Z,"Owen Fracture Zone region",earthquake,,,,,reviewed,us,gcmt
2009-06-15T12:05:26.750Z,9.045,93.624,42.6,5.2,mwc,250,34.4,,0.79,us,usp000gy80,2016-11-10T02:13:26.398Z,"Nicobar Islands, India region",earthquake,,4.8,,,reviewed,us,gcmt
2009-06-09T05:38:23.020Z,10.823,91.722,35,5.2,mb,158,57.2,,0.75,us,usp000gy0m,2014-11-07T01:39:08.152Z,"Andaman Islands, India region",earthquake,,,,72,reviewed,us,us
2009-06-06T09:44:36.970Z,30.996,86.314,10,4.9,mwc,77,63.4,,1.11,us,usp000gxx8,2016-11-10T02:12:56.735Z,"western Xizang",earthquake,,,,,reviewed,us,gcmt
2009-06-04T06:44:50.580Z,32.826,81.906,10,4.6,mb,89,48,,1.33,us,usp000gxut,2014-11-07T01:39:06.481Z,"western Xizang",earthquake,,,,15,reviewed,us,us
2009-06-04T02:54:48.100Z,32.776,81.755,7.2,5,mwc,129,94.2,,1.21,us,usp000gxup,2016-11-10T02:12:50.701Z,"western Xizang",earthquake,,17.9,,,reviewed,us,gcmt
2009-06-03T19:03:09.450Z,23.167,93.811,46.1,4.5,mb,44,101.5,,0.97,us,usp000gxu8,2014-11-07T01:39:06.211Z,"Myanmar-India border region",earthquake,,6.1,,5,reviewed,us,us
2009-05-30T01:55:10.420Z,10.018,93.541,27.4,4.5,mb,67,72.1,,0.95,us,usp000gxp7,2014-11-07T01:39:02.145Z,"Andaman Islands, India region",earthquake,,,,18,reviewed,us,us
2009-05-19T19:29:48.900Z,33.198,75.787,20.8,4.9,mb,172,44,,0.83,us,usp000gxap,2017-04-13T22:23:35.065Z,"eastern Kashmir",earthquake,,10.7,,57,reviewed,us,us
2009-05-15T15:06:32.850Z,24.577,94.555,74,4.7,mb,83,67.3,,0.96,us,usp000gx51,2014-11-07T01:38:57.335Z,"Myanmar-India border region",earthquake,,,,38,reviewed,us,us
2009-05-09T02:51:17.340Z,11.737,92.013,29.1,4.8,mb,123,48.5,,0.88,us,usp000gwye,2014-11-07T01:38:55.999Z,"Andaman Islands, India region",earthquake,,,,46,reviewed,us,us
2009-05-05T09:23:02.150Z,23.504,94.726,113,4.7,mb,38,115.4,,0.82,us,usp000gwv4,2014-11-07T01:38:55.311Z,"Myanmar",earthquake,,,,10,reviewed,us,us
2009-04-30T10:04:26.880Z,27.742,61.422,69,5.2,mwb,240,57,,0.97,us,usp000gwpw,2016-11-10T02:11:28.494Z,"southeastern Iran",earthquake,,,,,reviewed,us,us
2009-04-24T03:58:35.840Z,11.865,95.011,29,4.5,mb,19,150.5,,0.73,us,usp000gwhg,2014-11-07T01:38:49.573Z,"Andaman Islands, India region",earthquake,,37.9,,5,reviewed,us,us
2009-04-19T18:07:10.190Z,12.499,95.134,10,4.7,mb,20,103.8,,0.68,us,usp000gwck,2014-11-07T01:38:48.510Z,"Andaman Islands, India region",earthquake,,,,12,reviewed,us,us
2009-04-17T21:14:25.470Z,25.324,95.098,104.8,4.6,mb,111,68.2,,0.67,us,usp000gwa2,2014-11-07T01:38:47.873Z,"Myanmar",earthquake,,6.8,,46,reviewed,us,us
2009-04-16T23:42:51.920Z,34.106,70.056,4,5.1,mb,155,54.9,,0.95,us,usp000gw87,2017-04-13T22:23:30.005Z,"Hindu Kush region, Afghanistan",earthquake,,8.5,,98,reviewed,us,us
